date,channel,country,campaign,spend,impressions,clicks
2025-07-30,Paid Search,DE,nonbrand,356.61,4953,224
2025-07-30,Paid Search,IN,brand,282.32,3921,188
2025-07-30,Paid Search,IN,nonbrand,285.19,3961,194
2025-07-30,Paid Search,UK,brand,473.42,6575,308
2025-07-30,Paid Search,UK,nonbrand,454.45,6312,268
2025-07-30,Paid Search,US,brand,639.97,8889,396
2025-07-30,Paid Search,US,nonbrand,483.9,6721,298
2025-07-30,Paid Social,BR,prospecting,214.19,16477,305
2025-07-30,Paid Social,BR,retargeting,267.55,20581,359
2025-07-30,Paid Social,DE,prospecting,269.54,20734,384
2025-07-30,Paid Social,DE,retargeting,332.76,25597,438
2025-07-30,Paid Social,IN,prospecting,222.95,17150,318
2025-07-30,Paid Social,IN,retargeting,213.84,16449,315
2025-07-30,Paid Social,UK,prospecting,426.74,32827,620
2025-07-30,Paid Social,UK,retargeting,376.38,28952,533
2025-07-30,Paid Social,US,prospecting,590.28,45406,815
2025-07-30,Paid Social,US,retargeting,484.11,37239,702
2025-07-30,Referral,BR,affiliates,88.24,1961,94
2025-07-30,Referral,DE,affiliates,133.27,2962,136
2025-07-30,Referral,IN,affiliates,79.27,1762,98
2025-07-30,Referral,UK,affiliates,175.41,3898,203
2025-07-30,Referral,US,affiliates,173.77,3862,196
2025-07-30,SEO,BR,organic,19.58,2798,183
2025-07-30,SEO,DE,organic,26.64,3805,255
2025-07-30,SEO,IN,organic,26.75,3822,275
2025-07-30,SEO,UK,organic,32.15,4593,330
2025-07-30,SEO,US,organic,56.45,8064,578
2025-07-31,Display,BR,prospecting,103.33,20667,172
2025-07-31,Display,BR,retargeting,86.09,17218,145
2025-07-31,Display,DE,prospecting,126.15,25231,189
2025-07-31,Display,DE,retargeting,131.77,26354,241
2025-07-31,Display,IN,prospecting,90.95,18191,160
2025-07-31,Display,IN,retargeting,87.3,17459,144
2025-07-31,Display,UK,prospecting,181.5,36300,298
2025-07-31,Display,UK,retargeting,126.34,25268,208
2025-07-31,Display,US,prospecting,224.97,44995,334
2025-07-31,Display,US,retargeting,202.21,40443,362
2025-07-31,Email,BR,lifecycle,33.31,3701,315
2025-07-31,Email,BR,newsletter,28.84,3205,265
2025-07-31,Email,DE,lifecycle,37.68,4186,377
2025-07-31,Email,DE,newsletter,38.8,4312,363
2025-07-31,Email,IN,lifecycle,27.92,3102,282
2025-07-31,Email,IN,newsletter,24.13,2681,238
2025-07-31,Email,UK,lifecycle,42.69,4744,390
2025-07-31,Email,UK,newsletter,43.26,4807,417
2025-07-31,Email,US,lifecycle,57.61,6401,548
2025-07-31,Email,US,newsletter,64.45,7161,595
2025-07-31,Paid Search,BR,brand,272.92,3791,181
2025-07-31,Paid Search,BR,nonbrand,275.66,3829,170
2025-07-31,Paid Search,DE,brand,312.44,4339,187
2025-07-31,Paid Search,DE,nonbrand,330.02,4584,195
2025-07-31,Paid Search,IN,brand,212.69,2954,140
2025-07-31,Paid Search,IN,nonbrand,273.65,3801,174
2025-07-31,Paid Search,UK,brand,565.47,7854,356
2025-07-31,Paid Search,UK,nonbrand,415.67,5773,257
2025-07-31,Paid Search,US,brand,698.38,9700,429
2025-07-31,Paid Search,US,nonbrand,711.4,9881,464
2025-07-31,Paid Social,BR,prospecting,209.4,16108,263
2025-07-31,Paid Social,BR,retargeting,252.19,19399,370
2025-07-31,Paid Social,DE,prospecting,228.32,17563,320
2025-07-31,Paid Social,DE,retargeting,233.62,17971,298
2025-07-31,Paid Social,IN,prospecting,188.26,14482,271
2025-07-31,Paid Social,IN,retargeting,238.61,18354,319
2025-07-31,Paid Social,UK,prospecting,377.79,29061,553
2025-07-31,Paid Social,UK,retargeting,402.84,30988,569
2025-07-31,Paid Social,US,prospecting,481.31,37024,688
2025-07-31,Paid Social,US,retargeting,500.89,38530,788
2025-07-31,Referral,BR,affiliates,78.51,1745,90
2025-07-31,Referral,DE,affiliates,130.47,2899,143
2025-07-31,Referral,IN,affiliates,87.13,1936,105
2025-07-31,Referral,UK,affiliates,149.85,3330,168
2025-07-31,Referral,US,affiliates,217.57,4835,241
2025-07-31,SEO,BR,organic,24.13,3448,227
2025-07-31,SEO,DE,organic,27.44,3920,274
2025-07-31,SEO,IN,organic,23.49,3355,222
2025-07-31,SEO,UK,organic,47.97,6853,542
2025-07-31,SEO,US,organic,49.96,7137,518
2025-08-01,Display,BR,prospecting,87.6,17520,135
2025-08-01,Display,BR,retargeting,106.36,21272,165
2025-08-01,Display,DE,prospecting,87.13,17426,135
2025-08-01,Display,DE,retargeting,111.24,22248,183
2025-08-01,Display,IN,prospecting,80.45,16091,133
2025-08-01,Display,IN,retargeting,91.81,18361,137
2025-08-01,Display,UK,prospecting,158.37,31675,253
2025-08-01,Display,UK,retargeting,134.49,26899,199
2025-08-01,Display,US,prospecting,196.17,39235,283
2025-08-01,Display,US,retargeting,277.76,55551,441
2025-08-01,Email,BR,lifecycle,22.42,2491,218
2025-08-01,Email,BR,newsletter,27.3,3033,280
2025-08-01,Email,DE,lifecycle,34.13,3792,367
2025-08-01,Email,DE,newsletter,31.6,3511,315
2025-08-01,Email,IN,lifecycle,21.75,2417,218
2025-08-01,Email,IN,newsletter,24.35,2706,261
2025-08-01,Email,UK,lifecycle,42.8,4755,430
2025-08-01,Email,UK,newsletter,46.21,5134,474
2025-08-01,Email,US,lifecycle,54.39,6043,567
2025-08-01,Email,US,newsletter,48.17,5352,508
2025-08-01,Paid Search,BR,brand,244.86,3401,154
2025-08-01,Paid Search,BR,nonbrand,348.96,4847,216
2025-08-01,Paid Search,DE,brand,336.25,4670,208
2025-08-01,Paid Search,DE,nonbrand,221.06,3070,134
2025-08-01,Paid Search,IN,brand,269.65,3745,167
2025-08-01,Paid Search,IN,nonbrand,238.18,3308,162
2025-08-01,Paid Search,UK,brand,427.63,5939,279
2025-08-01,Paid Search,UK,nonbrand,479.84,6665,297
2025-08-01,Paid Search,US,brand,653.17,9072,452
2025-08-01,Paid Search,US,nonbrand,597.05,8292,354
2025-08-01,Paid Social,BR,prospecting,214.81,16524,287
2025-08-01,Paid Social,BR,retargeting,232.6,17892,337
2025-08-01,Paid Social,DE,prospecting,332.21,25555,463
2025-08-01,Paid Social,DE,retargeting,297.33,22872,397
2025-08-01,Paid Social,IN,prospecting,197.22,15171,253
2025-08-01,Paid Social,IN,retargeting,236.9,18223,303
2025-08-01,Paid Social,UK,prospecting,486.75,37442,649
2025-08-01,Paid Social,UK,retargeting,368.55,28350,483
2025-08-01,Paid Social,US,prospecting,447.86,34451,622
2025-08-01,Paid Social,US,retargeting,417.28,32099,627
2025-08-01,Referral,BR,affiliates,75.11,1669,86
2025-08-01,Referral,DE,affiliates,121.82,2707,138
2025-08-01,Referral,IN,affiliates,110.17,2448,118
2025-08-01,Referral,UK,affiliates,141.27,3139,150
2025-08-01,Referral,US,affiliates,246.41,5476,260
2025-08-01,SEO,BR,organic,21.22,3031,212
2025-08-01,SEO,DE,organic,26.23,3747,258
2025-08-01,SEO,IN,organic,22.28,3183,216
2025-08-01,SEO,UK,organic,39.21,5601,405
2025-08-01,SEO,US,organic,54.88,7840,580
2025-08-02,Display,BR,prospecting,109.74,21948,180
2025-08-02,Display,BR,retargeting,97.13,19426,159
2025-08-02,Display,DE,prospecting,140.16,28032,226
2025-08-02,Display,DE,retargeting,116.1,23220,179
2025-08-02,Display,IN,prospecting,105.51,21102,173
2025-08-02,Display,IN,retargeting,89.52,17904,151
2025-08-02,Display,UK,prospecting,168.35,33669,250
2025-08-02,Display,UK,retargeting,178.43,35685,294
2025-08-02,Display,US,prospecting,214.81,42962,335
2025-08-02,Display,US,retargeting,253.71,50743,466
2025-08-02,Email,BR,lifecycle,27.55,3061,292
2025-08-02,Email,BR,newsletter,23.64,2626,251
2025-08-02,Email,DE,lifecycle,37.52,4169,396
2025-08-02,Email,DE,newsletter,47.24,5249,471
2025-08-02,Email,IN,lifecycle,24.39,2710,233
2025-08-02,Email,IN,newsletter,27.23,3025,325
2025-08-02,Email,UK,lifecycle,47.09,5232,464
2025-08-02,Email,UK,newsletter,49.87,5541,519
2025-08-02,Email,US,lifecycle,69.6,7734,670
2025-08-02,Email,US,newsletter,61.59,6843,614
2025-08-02,Paid Search,BR,brand,294.1,4085,199
2025-08-02,Paid Search,BR,nonbrand,297.3,4129,171
2025-08-02,Paid Search,DE,brand,336.69,4676,224
2025-08-02,Paid Search,DE,nonbrand,342.71,4760,198
2025-08-02,Paid Search,IN,brand,257.41,3575,154
2025-08-02,Paid Search,IN,nonbrand,287.39,3992,166
2025-08-02,Paid Search,UK,brand,455.34,6324,289
2025-08-02,Paid Search,UK,nonbrand,493.13,6849,298
2025-08-02,Paid Search,US,brand,713.14,9905,443
2025-08-02,Paid Search,US,nonbrand,713.64,9912,411
2025-08-02,Paid Social,BR,prospecting,256.06,19697,385
2025-08-02,Paid Social,BR,retargeting,220.37,16951,292
2025-08-02,Paid Social,DE,prospecting,340.08,26160,518
2025-08-02,Paid Social,DE,retargeting,366.23,28171,547
2025-08-02,Paid Social,IN,prospecting,271.7,20900,355
2025-08-02,Paid Social,IN,retargeting,241.68,18591,305
2025-08-02,Paid Social,UK,prospecting,386.59,29738,573
2025-08-02,Paid Social,UK,retargeting,395.53,30425,536
2025-08-02,Paid Social,US,prospecting,629.45,48419,878
2025-08-02,Paid Social,US,retargeting,698.15,53704,978
2025-08-02,Referral,BR,affiliates,111.0,2467,135
2025-08-02,Referral,DE,affiliates,129.65,2881,138
2025-08-02,Referral,IN,affiliates,107.4,2387,127
2025-08-02,Referral,UK,affiliates,154.52,3434,179
2025-08-02,Referral,US,affiliates,266.78,5928,277
2025-08-02,SEO,BR,organic,26.31,3758,285
2025-08-02,SEO,DE,organic,37.57,5367,378
2025-08-02,SEO,IN,organic,23.19,3312,251
2025-08-02,SEO,UK,organic,31.45,4493,287
2025-08-02,SEO,US,organic,50.83,7261,513
2025-08-03,Display,BR,prospecting,80.72,16145,136
2025-08-03,Display,BR,retargeting,125.12,25024,209
2025-08-03,Display,DE,prospecting,120.83,24167,180
2025-08-03,Display,DE,retargeting,117.28,23455,185
2025-08-03,Display,IN,prospecting,72.97,14593,126
2025-08-03,Display,IN,retargeting,85.18,17037,122
2025-08-03,Display,UK,prospecting,169.96,33992,256
2025-08-03,Display,UK,retargeting,163.1,32620,226
2025-08-03,Display,US,prospecting,248.78,49756,392
2025-08-03,Display,US,retargeting,232.31,46462,389
2025-08-03,Email,BR,lifecycle,24.25,2694,239
2025-08-03,Email,BR,newsletter,22.74,2527,233
2025-08-03,Email,DE,lifecycle,34.61,3845,347
2025-08-03,Email,DE,newsletter,37.41,4157,365
2025-08-03,Email,IN,lifecycle,25.31,2812,245
2025-08-03,Email,IN,newsletter,32.11,3568,274
2025-08-03,Email,UK,lifecycle,58.71,6524,566
2025-08-03,Email,UK,newsletter,62.82,6981,643
2025-08-03,Email,US,lifecycle,80.13,8904,838
2025-08-03,Email,US,newsletter,51.92,5769,523
2025-08-03,Paid Search,BR,brand,263.16,3655,168
2025-08-03,Paid Search,BR,nonbrand,291.66,4051,171
2025-08-03,Paid Search,DE,brand,316.84,4401,203
2025-08-03,Paid Search,DE,nonbrand,410.67,5704,259
2025-08-03,Paid Search,IN,brand,186.13,2585,124
2025-08-03,Paid Search,IN,nonbrand,273.77,3802,196
2025-08-03,Paid Search,UK,brand,437.45,6076,282
2025-08-03,Paid Search,UK,nonbrand,458.72,6371,284
2025-08-03,Paid Search,US,brand,704.49,9785,434
2025-08-03,Paid Search,US,nonbrand,595.41,8270,371
2025-08-03,Paid Social,BR,prospecting,260.99,20076,339
2025-08-03,Paid Social,BR,retargeting,218.43,16802,295
2025-08-03,Paid Social,DE,prospecting,315.74,24288,421
2025-08-03,Paid Social,DE,retargeting,327.92,25225,477
2025-08-03,Paid Social,IN,prospecting,249.13,19164,377
2025-08-03,Paid Social,IN,retargeting,176.98,13614,254
2025-08-03,Paid Social,UK,prospecting,499.64,38434,671
2025-08-03,Paid Social,UK,retargeting,357.26,27481,511
2025-08-03,Paid Social,US,prospecting,580.99,44692,888
2025-08-03,Paid Social,US,retargeting,550.05,42312,721
2025-08-03,Referral,BR,affiliates,105.1,2336,113
2025-08-03,Referral,DE,affiliates,132.27,2939,149
2025-08-03,Referral,IN,affiliates,71.45,1588,80
2025-08-03,Referral,UK,affiliates,161.13,3581,180
2025-08-03,Referral,US,affiliates,261.88,5820,290
2025-08-03,SEO,BR,organic,16.08,2297,174
2025-08-03,SEO,DE,organic,32.54,4648,299
2025-08-03,SEO,IN,organic,23.57,3367,232
2025-08-03,SEO,UK,organic,34.82,4974,370
2025-08-03,SEO,US,organic,72.48,10355,679
2025-08-04,Display,BR,prospecting,88.4,17680,144
2025-08-04,Display,BR,retargeting,96.19,19238,140
2025-08-04,Display,DE,prospecting,112.08,22416,172
2025-08-04,Display,DE,retargeting,105.36,21071,173
2025-08-04,Display,IN,prospecting,91.6,18319,141
2025-08-04,Display,IN,retargeting,87.03,17406,131
2025-08-04,Display,UK,prospecting,159.76,31951,246
2025-08-04,Display,UK,retargeting,152.22,30444,274
2025-08-04,Display,US,prospecting,183.01,36603,295
2025-08-04,Display,US,retargeting,177.68,35537,307
2025-08-04,Email,BR,lifecycle,24.21,2690,236
2025-08-04,Email,BR,newsletter,31.78,3532,313
2025-08-04,Email,DE,lifecycle,36.64,4071,423
2025-08-04,Email,DE,newsletter,38.27,4252,362
2025-08-04,Email,IN,lifecycle,24.58,2731,249
2025-08-04,Email,IN,newsletter,27.38,3042,279
2025-08-04,Email,UK,lifecycle,56.1,6234,517
2025-08-04,Email,UK,newsletter,46.36,5152,466
2025-08-04,Email,US,lifecycle,71.69,7965,691
2025-08-04,Email,US,newsletter,58.28,6475,581
2025-08-04,Paid Search,BR,brand,233.6,3244,151
2025-08-04,Paid Search,BR,nonbrand,227.8,3164,138
2025-08-04,Paid Search,DE,brand,322.12,4474,184
2025-08-04,Paid Search,DE,nonbrand,268.5,3729,172
2025-08-04,Paid Search,IN,brand,183.69,2551,120
2025-08-04,Paid Search,IN,nonbrand,268.0,3722,178
2025-08-04,Paid Search,UK,brand,481.68,6690,288
2025-08-04,Paid Search,UK,nonbrand,392.0,5444,246
2025-08-04,Paid Search,US,brand,630.27,8754,344
2025-08-04,Paid Search,US,nonbrand,593.53,8243,372
2025-08-04,Paid Social,BR,prospecting,218.04,16773,288
2025-08-04,Paid Social,BR,retargeting,277.38,21337,408
2025-08-04,Paid Social,DE,prospecting,285.91,21993,426
2025-08-04,Paid Social,DE,retargeting,235.55,18119,307
2025-08-04,Paid Social,IN,prospecting,219.75,16903,310
2025-08-04,Paid Social,IN,retargeting,172.62,13278,245
2025-08-04,Paid Social,UK,prospecting,366.74,28211,528
2025-08-04,Paid Social,UK,retargeting,328.84,25295,450
2025-08-04,Paid Social,US,prospecting,524.49,40345,779
2025-08-04,Paid Social,US,retargeting,534.8,41139,813
2025-08-04,Referral,BR,affiliates,86.71,1927,98
2025-08-04,Referral,DE,affiliates,119.55,2657,133
2025-08-04,Referral,IN,affiliates,94.73,2105,116
2025-08-04,Referral,UK,affiliates,123.17,2737,136
2025-08-04,Referral,US,affiliates,213.27,4739,218
2025-08-04,SEO,BR,organic,24.49,3498,238
2025-08-04,SEO,DE,organic,37.99,5426,354
2025-08-04,SEO,IN,organic,23.0,3286,238
2025-08-04,SEO,UK,organic,45.26,6466,499
2025-08-04,SEO,US,organic,57.53,8219,591
2025-08-05,Display,BR,prospecting,95.11,19022,159
2025-08-05,Display,BR,retargeting,75.12,15023,132
2025-08-05,Display,DE,prospecting,84.64,16929,148
2025-08-05,Display,DE,retargeting,103.03,20606,165
2025-08-05,Display,IN,prospecting,83.33,16666,142
2025-08-05,Display,IN,retargeting,88.08,17616,135
2025-08-05,Display,UK,prospecting,154.76,30951,261
2025-08-05,Display,UK,retargeting,167.71,33542,266
2025-08-05,Display,US,prospecting,216.97,43394,359
2025-08-05,Display,US,retargeting,164.64,32928,285
2025-08-05,Email,BR,lifecycle,25.94,2882,264
2025-08-05,Email,BR,newsletter,18.39,2043,214
2025-08-05,Email,DE,lifecycle,38.82,4313,375
2025-08-05,Email,DE,newsletter,32.15,3572,314
2025-08-05,Email,IN,lifecycle,25.41,2823,253
2025-08-05,Email,IN,newsletter,27.09,3010,272
2025-08-05,Email,UK,lifecycle,30.15,3351,323
2025-08-05,Email,UK,newsletter,48.2,5356,490
2025-08-05,Email,US,lifecycle,52.99,5887,522
2025-08-05,Email,US,newsletter,65.75,7305,712
2025-08-05,Paid Search,BR,brand,276.45,3840,164
2025-08-05,Paid Search,BR,nonbrand,304.72,4232,203
2025-08-05,Paid Search,DE,brand,291.58,4050,189
2025-08-05,Paid Search,DE,nonbrand,340.66,4731,218
2025-08-05,Paid Search,IN,brand,216.37,3005,122
2025-08-05,Paid Search,IN,nonbrand,206.72,2871,131
2025-08-05,Paid Search,UK,brand,508.86,7068,315
2025-08-05,Paid Search,UK,nonbrand,462.55,6424,305
2025-08-05,Paid Search,US,brand,475.51,6604,281
2025-08-05,Paid Search,US,nonbrand,542.07,7529,332
2025-08-05,Paid Social,BR,prospecting,249.59,19199,346
2025-08-05,Paid Social,BR,retargeting,196.92,15148,275
2025-08-05,Paid Social,DE,prospecting,326.5,25115,432
2025-08-05,Paid Social,DE,retargeting,237.02,18232,322
2025-08-05,Paid Social,IN,prospecting,214.79,16522,287
2025-08-05,Paid Social,IN,retargeting,209.5,16115,309
2025-08-05,Paid Social,UK,prospecting,433.33,33333,582
2025-08-05,Paid Social,UK,retargeting,455.83,35064,620
2025-08-05,Paid Social,US,prospecting,465.83,35833,648
2025-08-05,Paid Social,US,retargeting,471.46,36266,638
2025-08-05,Referral,BR,affiliates,98.72,2194,114
2025-08-05,Referral,DE,affiliates,101.07,2246,116
2025-08-05,Referral,IN,affiliates,75.56,1679,89
2025-08-05,Referral,UK,affiliates,149.26,3317,150
2025-08-05,Referral,US,affiliates,243.8,5418,269
2025-08-05,SEO,BR,organic,25.94,3706,225
2025-08-05,SEO,DE,organic,31.21,4458,327
2025-08-05,SEO,IN,organic,22.15,3164,232
2025-08-05,SEO,UK,organic,32.27,4609,288
2025-08-05,SEO,US,organic,58.85,8407,612
2025-08-06,Display,BR,prospecting,88.61,17723,124
2025-08-06,Display,BR,retargeting,111.97,22394,204
2025-08-06,Display,DE,prospecting,106.72,21344,154
2025-08-06,Display,DE,retargeting,105.23,21046,172
2025-08-06,Display,IN,prospecting,72.06,14411,122
2025-08-06,Display,IN,retargeting,90.85,18170,147
2025-08-06,Display,UK,prospecting,131.95,26390,223
2025-08-06,Display,UK,retargeting,135.03,27006,180
2025-08-06,Display,US,prospecting,185.34,37068,300
2025-08-06,Display,US,retargeting,166.55,33310,267
2025-08-06,Email,BR,lifecycle,24.52,2725,239
2025-08-06,Email,BR,newsletter,27.5,3055,260
2025-08-06,Email,DE,lifecycle,31.94,3549,318
2025-08-06,Email,DE,newsletter,35.59,3955,346
2025-08-06,Email,IN,lifecycle,25.99,2888,278
2025-08-06,Email,IN,newsletter,23.29,2587,230
2025-08-06,Email,UK,lifecycle,47.4,5266,461
2025-08-06,Email,UK,newsletter,51.03,5671,474
2025-08-06,Email,US,lifecycle,59.43,6603,596
2025-08-06,Email,US,newsletter,65.82,7313,706
2025-08-06,Paid Search,BR,brand,273.52,3799,193
2025-08-06,Paid Search,BR,nonbrand,252.46,3506,157
2025-08-06,Paid Search,DE,brand,348.82,4845,204
2025-08-06,Paid Search,DE,nonbrand,399.7,5551,250
2025-08-06,Paid Search,IN,brand,261.96,3638,161
2025-08-06,Paid Search,IN,nonbrand,241.96,3361,164
2025-08-06,Paid Search,UK,brand,441.63,6134,279
2025-08-06,Paid Search,UK,nonbrand,382.59,5314,238
2025-08-06,Paid Search,US,brand,610.53,8480,376
2025-08-06,Paid Search,US,nonbrand,694.12,9641,466
2025-08-06,Paid Social,BR,prospecting,221.75,17058,312
2025-08-06,Paid Social,BR,retargeting,226.94,17457,321
2025-08-06,Paid Social,DE,prospecting,320.52,24656,473
2025-08-06,Paid Social,DE,retargeting,254.61,19585,368
2025-08-06,Paid Social,IN,prospecting,201.16,15474,276
2025-08-06,Paid Social,IN,retargeting,204.38,15721,278
2025-08-06,Paid Social,UK,prospecting,449.1,34546,613
2025-08-06,Paid Social,UK,retargeting,457.05,35158,705
2025-08-06,Paid Social,US,prospecting,529.45,40727,743
2025-08-06,Paid Social,US,retargeting,464.27,35713,617
2025-08-06,Referral,BR,affiliates,81.42,1809,90
2025-08-06,Referral,DE,affiliates,113.24,2516,140
2025-08-06,Referral,IN,affiliates,80.4,1787,101
2025-08-06,Referral,UK,affiliates,160.12,3558,170
2025-08-06,Referral,US,affiliates,226.01,5023,247
2025-08-06,SEO,BR,organic,23.56,3366,219
2025-08-06,SEO,DE,organic,31.96,4566,304
2025-08-06,SEO,IN,organic,24.47,3496,194
2025-08-06,SEO,UK,organic,46.24,6606,480
2025-08-06,SEO,US,organic,62.61,8944,619
2025-08-07,Display,BR,prospecting,76.77,15354,119
2025-08-07,Display,BR,retargeting,101.26,20253,171
2025-08-07,Display,DE,prospecting,130.03,26005,206
2025-08-07,Display,DE,retargeting,134.16,26831,237
2025-08-07,Display,IN,prospecting,101.22,20245,171
2025-08-07,Display,IN,retargeting,65.16,13032,99
2025-08-07,Display,UK,prospecting,163.75,32751,274
2025-08-07,Display,UK,retargeting,139.82,27964,214
2025-08-07,Display,US,prospecting,215.22,43043,339
2025-08-07,Display,US,retargeting,178.75,35750,278
2025-08-07,Email,BR,lifecycle,28.52,3168,326
2025-08-07,Email,BR,newsletter,26.08,2898,273
2025-08-07,Email,DE,lifecycle,36.61,4068,334
2025-08-07,Email,DE,newsletter,35.74,3971,344
2025-08-07,Email,IN,lifecycle,25.9,2878,252
2025-08-07,Email,IN,newsletter,21.95,2439,227
2025-08-07,Email,UK,lifecycle,49.86,5540,569
2025-08-07,Email,UK,newsletter,47.64,5293,475
2025-08-07,Email,US,lifecycle,66.55,7395,672
2025-08-07,Email,US,newsletter,55.12,6124,550
2025-08-07,Paid Search,BR,brand,287.06,3987,184
2025-08-07,Paid Search,BR,nonbrand,247.57,3438,150
2025-08-07,Paid Search,DE,brand,289.2,4017,196
2025-08-07,Paid Search,DE,nonbrand,304.88,4235,173
2025-08-07,Paid Search,IN,brand,249.4,3464,157
2025-08-07,Paid Search,IN,nonbrand,244.32,3393,142
2025-08-07,Paid Search,UK,brand,402.24,5587,264
2025-08-07,Paid Search,UK,nonbrand,470.29,6532,301
2025-08-07,Paid Search,US,brand,563.61,7828,338
2025-08-07,Paid Search,US,nonbrand,626.48,8701,372
2025-08-07,Paid Social,BR,prospecting,210.14,16164,280
2025-08-07,Paid Social,BR,retargeting,233.36,17951,291
2025-08-07,Paid Social,DE,prospecting,318.44,24496,474
2025-08-07,Paid Social,DE,retargeting,284.89,21914,381
2025-08-07,Paid Social,IN,prospecting,254.22,19556,375
2025-08-07,Paid Social,IN,retargeting,192.78,14829,244
2025-08-07,Paid Social,UK,prospecting,327.02,25156,387
2025-08-07,Paid Social,UK,retargeting,372.67,28667,487
2025-08-07,Paid Social,US,prospecting,437.72,33671,581
2025-08-07,Paid Social,US,retargeting,618.77,47598,835
2025-08-07,Referral,BR,affiliates,104.54,2323,115
2025-08-07,Referral,DE,affiliates,120.33,2674,155
2025-08-07,Referral,IN,affiliates,92.84,2063,93
2025-08-07,Referral,UK,affiliates,157.19,3493,195
2025-08-07,Referral,US,affiliates,203.41,4520,224
2025-08-07,SEO,BR,organic,20.52,2932,220
2025-08-07,SEO,DE,organic,26.02,3718,250
2025-08-07,SEO,IN,organic,19.46,2780,209
2025-08-07,SEO,UK,organic,40.15,5736,422
2025-08-07,SEO,US,organic,60.23,8604,592
2025-08-08,Display,BR,prospecting,63.78,12756,109
2025-08-08,Display,BR,retargeting,93.46,18692,157
2025-08-08,Display,DE,prospecting,106.01,21202,158
2025-08-08,Display,DE,retargeting,121.27,24254,181
2025-08-08,Display,IN,prospecting,100.11,20022,159
2025-08-08,Display,IN,retargeting,80.13,16026,140
2025-08-08,Display,UK,prospecting,160.78,32157,264
2025-08-08,Display,UK,retargeting,137.48,27497,208
2025-08-08,Display,US,prospecting,191.67,38335,290
2025-08-08,Display,US,retargeting,234.35,46870,372
2025-08-08,Email,BR,lifecycle,27.3,3033,263
2025-08-08,Email,BR,newsletter,27.33,3037,277
2025-08-08,Email,DE,lifecycle,36.62,4069,357
2025-08-08,Email,DE,newsletter,29.78,3309,303
2025-08-08,Email,IN,lifecycle,29.16,3240,285
2025-08-08,Email,IN,newsletter,25.73,2859,260
2025-08-08,Email,UK,lifecycle,43.53,4837,436
2025-08-08,Email,UK,newsletter,44.23,4914,421
2025-08-08,Email,US,lifecycle,66.99,7444,633
2025-08-08,Email,US,newsletter,64.19,7133,607
2025-08-08,Paid Search,BR,brand,338.49,4701,221
2025-08-08,Paid Search,BR,nonbrand,309.38,4297,208
2025-08-08,Paid Search,DE,brand,363.82,5053,241
2025-08-08,Paid Search,DE,nonbrand,335.27,4657,202
2025-08-08,Paid Search,IN,brand,251.24,3489,164
2025-08-08,Paid Search,IN,nonbrand,264.2,3669,162
2025-08-08,Paid Search,UK,brand,402.7,5593,246
2025-08-08,Paid Search,UK,nonbrand,587.77,8164,355
2025-08-08,Paid Search,US,brand,510.68,7093,346
2025-08-08,Paid Search,US,nonbrand,629.91,8749,401
2025-08-08,Paid Social,BR,prospecting,228.78,17598,318
2025-08-08,Paid Social,BR,retargeting,215.11,16547,310
2025-08-08,Paid Social,DE,prospecting,294.63,22664,401
2025-08-08,Paid Social,DE,retargeting,286.9,22069,399
2025-08-08,Paid Social,IN,prospecting,224.55,17273,328
2025-08-08,Paid Social,IN,retargeting,251.67,19359,299
2025-08-08,Paid Social,UK,prospecting,350.75,26981,477
2025-08-08,Paid Social,UK,retargeting,385.01,29616,568
2025-08-08,Paid Social,US,prospecting,541.04,41618,741
2025-08-08,Paid Social,US,retargeting,387.14,29780,496
2025-08-08,Referral,BR,affiliates,90.97,2022,89
2025-08-08,Referral,DE,affiliates,139.47,3099,159
2025-08-08,Referral,IN,affiliates,102.06,2268,115
2025-08-08,Referral,UK,affiliates,152.61,3391,166
2025-08-08,Referral,US,affiliates,224.35,4985,255
2025-08-08,SEO,BR,organic,29.43,4204,298
2025-08-08,SEO,DE,organic,29.01,4145,292
2025-08-08,SEO,IN,organic,25.86,3694,245
2025-08-08,SEO,UK,organic,43.13,6161,426
2025-08-08,SEO,US,organic,53.83,7690,618
2025-08-09,Display,BR,prospecting,114.07,22813,188
2025-08-09,Display,BR,retargeting,103.92,20784,172
2025-08-09,Display,DE,prospecting,130.87,26174,200
2025-08-09,Display,DE,retargeting,115.55,23111,192
2025-08-09,Display,IN,prospecting,66.4,13280,103
2025-08-09,Display,IN,retargeting,77.1,15420,127
2025-08-09,Display,UK,prospecting,188.28,37656,309
2025-08-09,Display,UK,retargeting,154.01,30803,237
2025-08-09,Display,US,prospecting,210.7,42139,355
2025-08-09,Display,US,retargeting,229.67,45934,346
2025-08-09,Email,BR,lifecycle,29.97,3330,307
2025-08-09,Email,BR,newsletter,24.97,2775,280
2025-08-09,Email,DE,lifecycle,37.98,4220,421
2025-08-09,Email,DE,newsletter,32.0,3556,363
2025-08-09,Email,IN,lifecycle,26.71,2968,240
2025-08-09,Email,IN,newsletter,30.48,3387,298
2025-08-09,Email,UK,lifecycle,53.59,5954,547
2025-08-09,Email,UK,newsletter,47.75,5305,507
2025-08-09,Email,US,lifecycle,69.72,7747,727
2025-08-09,Email,US,newsletter,63.65,7072,672
2025-08-09,Paid Search,BR,brand,298.94,4152,169
2025-08-09,Paid Search,BR,nonbrand,329.53,4577,225
