user_id,seq,channel,touch_date
U001352,4,Paid Search,2025-07-10
U001353,1,Paid Social,2025-06-27
U001353,2,Paid Search,2025-07-10
U001354,1,Paid Search,2025-06-24
U001354,2,SEO,2025-07-04
U001354,3,Paid Search,2025-07-10
U001355,1,Paid Search,2025-07-10
U001356,1,Paid Search,2025-07-10
U001360,1,Email,2025-06-21
U001360,2,Display,2025-06-24
U001360,3,Paid Search,2025-07-10
U001357,1,Paid Search,2025-06-23
U001357,2,Paid Social,2025-06-28
U001357,3,Paid Search,2025-07-10
U001359,1,Display,2025-06-15
U001359,2,Paid Search,2025-07-10
U001324,1,Paid Social,2025-06-15
U001324,2,Paid Search,2025-07-10
U001345,1,Display,2025-06-22
U001345,2,Paid Search,2025-07-10
U001344,1,Email,2025-06-13
U001344,2,SEO,2025-06-22
U001344,3,Paid Search,2025-06-24
U001344,4,Paid Search,2025-07-10
U001358,1,Paid Search,2025-07-10
U001342,1,Display,2025-06-11
U001342,2,Email,2025-06-13
U001342,3,Paid Search,2025-07-10
U001343,1,Paid Social,2025-06-28
U001343,2,Paid Search,2025-07-10
U001328,1,Referral,2025-06-11
U001328,2,Paid Social,2025-06-13
U001328,3,Display,2025-06-23
U001328,4,Paid Search,2025-07-10
U001329,1,Paid Social,2025-06-12
U001329,2,Paid Search,2025-07-10
U001330,1,Paid Social,2025-06-14
U001330,2,Paid Search,2025-06-22
U001330,3,Paid Search,2025-07-10
U001331,1,Paid Social,2025-07-04
U001331,2,Paid Search,2025-07-10
U001332,1,Paid Search,2025-07-10
U001333,1,Paid Social,2025-06-28
U001333,2,Paid Search,2025-07-10
U001327,1,Paid Social,2025-06-15
U001327,2,Paid Social,2025-06-26
U001327,3,Paid Search,2025-07-10
U001335,1,Email,2025-06-14
U001335,2,Email,2025-06-17
U001335,3,Paid Search,2025-07-10
U001341,1,Paid Social,2025-06-14
U001341,2,Paid Search,2025-07-10
U001334,1,Display,2025-06-14
U001334,2,Paid Search,2025-07-10
U001340,1,Paid Social,2025-06-15
U001340,2,Paid Search,2025-07-10
U001326,1,Paid Search,2025-07-10
U001338,1,Paid Search,2025-07-10
U001337,1,Display,2025-06-14
U001337,2,Display,2025-06-26
U001337,3,Paid Search,2025-07-10
U001336,1,Email,2025-06-19
U001336,2,Paid Search,2025-07-10
U001339,1,Paid Search,2025-07-10
U001526,1,Paid Social,2025-07-11
U001527,1,Display,2025-07-05
U001527,2,Paid Social,2025-07-11
U001528,1,Paid Social,2025-07-11
U001529,1,Paid Social,2025-07-11
U001530,1,Paid Social,2025-07-11
U001531,1,Paid Social,2025-07-11
U001532,1,SEO,2025-06-13
U001532,2,Paid Social,2025-07-11
U001534,1,Paid Search,2025-06-21
U001534,2,SEO,2025-06-26
U001534,3,Paid Social,2025-07-03
U001534,4,Paid Social,2025-07-11
U001536,1,Paid Social,2025-06-28
U001536,2,Referral,2025-07-08
U001536,3,Referral,2025-07-10
U001536,4,Paid Social,2025-07-11
U001537,1,Paid Social,2025-07-11
U001538,1,Paid Social,2025-07-11
U001525,1,Paid Social,2025-07-11
U001539,1,Paid Social,2025-07-11
U001533,1,Paid Social,2025-06-14
U001533,2,Paid Social,2025-07-11
U001535,1,Display,2025-07-04
U001535,2,Email,2025-07-08
U001535,3,Paid Social,2025-07-11
U001517,1,Paid Social,2025-06-18
U001517,2,Paid Search,2025-07-11
U001523,1,Paid Social,2025-07-11
U001522,1,Email,2025-06-26
U001522,2,Paid Social,2025-07-11
U001521,1,Display,2025-06-15
U001521,2,Paid Social,2025-07-11
U001520,1,Paid Social,2025-07-11
U001519,1,SEO,2025-06-12
U001519,2,Display,2025-06-16
U001519,3,Paid Social,2025-07-11
U001518,1,Referral,2025-06-26
U001518,2,Paid Search,2025-07-11
U001516,1,Paid Social,2025-06-16
U001516,2,Paid Search,2025-07-11
U001515,1,Paid Social,2025-06-12
U001515,2,SEO,2025-06-16
U001515,3,Display,2025-06-19
U001515,4,Paid Social,2025-06-30
U001515,5,Paid Search,2025-07-11
U001514,1,Paid Social,2025-06-12
U001514,2,SEO,2025-06-14
U001514,3,Paid Search,2025-07-11
U001513,1,Display,2025-06-29
U001513,2,Display,2025-07-01
U001513,3,Paid Search,2025-07-11
U001512,1,Paid Social,2025-06-17
U001512,2,Paid Search,2025-07-11
U001511,1,Paid Search,2025-06-22
U001511,2,Email,2025-06-22
U001511,3,Paid Search,2025-07-11
U001510,1,Paid Search,2025-07-11
U001540,1,Paid Social,2025-07-11
U001524,1,Paid Search,2025-06-16
U001524,2,Display,2025-07-05
U001524,3,Paid Social,2025-07-11
U001541,1,Paid Social,2025-07-11
U001559,1,Email,2025-06-13
U001559,2,SEO,2025-06-22
U001559,3,Referral,2025-07-11
U001543,1,Paid Search,2025-06-24
U001543,2,Referral,2025-07-11
U001508,1,Display,2025-06-26
U001508,2,Paid Search,2025-07-11
U001574,1,Paid Social,2025-06-20
U001574,2,Paid Social,2025-07-07
U001574,3,SEO,2025-07-11
U001573,1,Paid Social,2025-06-12
U001573,2,Display,2025-06-24
U001573,3,Referral,2025-06-27
U001573,4,SEO,2025-07-11
U001572,1,Display,2025-06-13
U001572,2,Paid Social,2025-06-19
U001572,3,SEO,2025-07-11
U001571,1,Display,2025-06-15
U001571,2,Email,2025-06-20
U001571,3,Email,2025-06-21
U001571,4,SEO,2025-07-11
U001570,1,Paid Search,2025-06-23
U001570,2,SEO,2025-07-11
U001569,1,Paid Social,2025-06-23
U001569,2,Display,2025-06-28
U001569,3,Paid Social,2025-07-06
U001569,4,SEO,2025-07-11
U001568,1,SEO,2025-07-11
U001567,1,Display,2025-06-16
U001567,2,Paid Search,2025-06-20
U001567,3,Paid Social,2025-06-28
U001567,4,SEO,2025-07-11
U001566,1,Paid Search,2025-06-19
U001566,2,SEO,2025-07-11
U001565,1,Email,2025-06-14
U001565,2,Display,2025-06-26
U001565,3,SEO,2025-07-11
U001564,1,SEO,2025-07-11
U001563,1,Referral,2025-07-01
U001563,2,SEO,2025-07-11
U001562,1,SEO,2025-06-30
U001562,2,Paid Social,2025-06-30
U001562,3,SEO,2025-07-11
U001561,1,Email,2025-06-21
U001561,2,Email,2025-06-29
U001561,3,SEO,2025-07-11
U001560,1,Referral,2025-06-14
U001560,2,Display,2025-06-21
U001560,3,SEO,2025-06-22
U001560,4,SEO,2025-07-11
U001558,1,Referral,2025-07-11
U001544,1,Referral,2025-07-11
U001545,1,Email,2025-06-20
U001545,2,Referral,2025-07-11
U001546,1,Display,2025-07-04
U001546,2,Referral,2025-07-11
U001547,1,SEO,2025-06-20
U001547,2,Paid Social,2025-06-20
U001547,3,SEO,2025-07-05
U001547,4,Email,2025-07-08
U001547,5,Referral,2025-07-11
U001548,1,Referral,2025-07-11
U001549,1,Display,2025-06-12
U001549,2,Referral,2025-07-01
U001549,3,Referral,2025-07-11
U001542,1,Referral,2025-07-11
U001550,1,Paid Social,2025-06-13
U001550,2,Email,2025-06-14
U001550,3,Referral,2025-07-11
U001552,1,Referral,2025-07-11
U001553,1,Referral,2025-06-17
U001553,2,Referral,2025-07-11
U001554,1,Referral,2025-07-11
U001555,1,SEO,2025-06-23
U001555,2,Referral,2025-07-11
U001556,1,Paid Search,2025-06-16
U001556,2,Referral,2025-07-11
U001557,1,SEO,2025-06-18
U001557,2,Referral,2025-07-11
U001551,1,Display,2025-06-14
U001551,2,Email,2025-06-20
U001551,3,Paid Social,2025-07-01
U001551,4,Referral,2025-07-11
U001507,1,SEO,2025-07-01
U001507,2,Paid Search,2025-07-11
U001509,1,Paid Search,2025-07-11
U001505,1,Paid Search,2025-07-11
U001469,1,Paid Search,2025-06-14
U001469,2,Display,2025-06-24
U001469,3,Email,2025-07-11
U001468,1,Display,2025-06-27
U001468,2,Email,2025-07-11
U001467,1,Paid Social,2025-06-15
U001467,2,Email,2025-07-11
U001466,1,Email,2025-07-11
U001465,1,Email,2025-07-11
U001464,1,Email,2025-07-11
U001463,1,Email,2025-07-11
U001462,1,Email,2025-07-11
U001461,1,Display,2025-06-15
U001461,2,Paid Social,2025-06-22
U001461,3,SEO,2025-06-29
U001461,4,Paid Search,2025-06-29
U001461,5,Email,2025-07-11
U001460,1,Display,2025-06-24
U001460,2,Email,2025-07-11
U001459,1,Email,2025-07-11
U001458,1,Paid Social,2025-06-26
U001458,2,Email,2025-07-11
U001457,1,Referral,2025-06-14
U001457,2,Paid Social,2025-06-17
U001457,3,Paid Social,2025-06-18
U001457,4,Email,2025-07-11
U001456,1,Referral,2025-06-22
U001456,2,Email,2025-07-11
U001455,1,Email,2025-07-11
U001454,1,Paid Social,2025-06-16
U001454,2,Email,2025-07-11
U001453,1,Email,2025-07-11
U001506,1,Paid Search,2025-07-11
U001439,1,Display,2025-07-11
U001440,1,Display,2025-07-11
U001441,1,SEO,2025-06-14
U001441,2,Display,2025-07-11
U001442,1,Display,2025-07-11
U001443,1,Display,2025-07-11
U001470,1,Email,2025-06-23
U001470,2,Email,2025-07-11
U001444,1,Email,2025-07-11
U001446,1,Email,2025-07-11
U001447,1,Display,2025-06-25
U001447,2,Paid Social,2025-06-25
U001447,3,Email,2025-07-11
U001448,1,Paid Social,2025-06-25
U001448,2,Email,2025-07-11
U001449,1,Email,2025-07-11
U001450,1,Paid Social,2025-06-20
U001450,2,Email,2025-07-11
U001451,1,Display,2025-06-14
U001451,2,SEO,2025-06-19
U001451,3,Email,2025-07-11
U001445,1,Display,2025-06-12
U001445,2,SEO,2025-06-30
U001445,3,Email,2025-07-11
U001471,1,Paid Search,2025-07-11
U001452,1,SEO,2025-06-17
U001452,2,Paid Social,2025-07-08
U001452,3,Email,2025-07-11
U001473,1,Email,2025-06-28
U001473,2,Paid Search,2025-07-11
U001504,1,Email,2025-06-12
U001504,2,Paid Search,2025-07-11
U001472,1,Email,2025-06-29
U001472,2,Paid Search,2025-07-11
U001503,1,Display,2025-06-17
U001503,2,Paid Search,2025-06-18
U001503,3,Paid Search,2025-07-11
U001502,1,Referral,2025-06-17
U001502,2,Paid Search,2025-07-11
U001501,1,Paid Search,2025-06-16
U001501,2,Paid Social,2025-06-21
U001501,3,Paid Search,2025-07-11
U001500,1,Paid Search,2025-07-11
U001499,1,Referral,2025-06-28
U001499,2,Paid Search,2025-07-11
U001498,1,Paid Search,2025-06-19
U001498,2,SEO,2025-07-07
U001498,3,Paid Search,2025-07-11
U001496,1,Paid Search,2025-06-22
U001496,2,Paid Search,2025-07-11
U001495,1,SEO,2025-06-16
U001495,2,Display,2025-06-25
U001495,3,Paid Search,2025-07-11
U001494,1,Display,2025-06-12
U001494,2,Paid Search,2025-07-11
U001493,1,Paid Social,2025-06-13
U001493,2,Paid Search,2025-07-05
U001493,3,Paid Search,2025-07-11
U001492,1,Email,2025-06-18
U001492,2,Paid Search,2025-07-11
U001491,1,Paid Search,2025-06-28
U001491,2,Paid Search,2025-07-11
U001490,1,SEO,2025-06-14
U001490,2,Paid Social,2025-06-25
U001490,3,Paid Search,2025-07-11
U001497,1,Paid Search,2025-07-11
U001488,1,Paid Social,2025-06-26
U001488,2,Paid Search,2025-07-11
U001475,1,SEO,2025-06-12
U001475,2,Email,2025-06-16
U001475,3,Paid Search,2025-07-11
U001489,1,Paid Search,2025-07-11
U001476,1,Display,2025-06-14
U001476,2,Paid Social,2025-06-15
U001476,3,Display,2025-06-26
U001476,4,Paid Search,2025-07-11
U001477,1,SEO,2025-06-18
U001477,2,Display,2025-06-28
U001477,3,Paid Search,2025-07-11
U001478,1,Paid Search,2025-07-11
U001474,1,Paid Search,2025-07-11
U001480,1,Paid Search,2025-07-11
U001481,1,Paid Social,2025-06-28
U001481,2,Paid Search,2025-07-11
U001479,1,Paid Search,2025-07-11
U001482,1,Paid Search,2025-06-13
U001482,2,Display,2025-06-23
U001482,3,Paid Search,2025-07-11
U001483,1,Paid Search,2025-07-11
U001484,1,Paid Search,2025-07-11
U001485,1,Paid Search,2025-07-11
U001486,1,Paid Search,2025-07-11
U001487,1,SEO,2025-06-20
U001487,2,Paid Social,2025-07-02
U001487,3,Paid Search,2025-07-11
U001682,1,SEO,2025-06-13
U001682,2,Paid Social,2025-07-12
U001683,1,Display,2025-06-24
U001683,2,Paid Social,2025-07-12
U001684,1,Paid Social,2025-07-12
U001680,1,Display,2025-06-17
U001680,2,Paid Social,2025-07-12
U001685,1,Paid Social,2025-07-12
U001686,1,Paid Social,2025-07-12
U001681,1,Email,2025-06-26
U001681,2,Paid Social,2025-07-12
U001687,1,Referral,2025-06-19
U001687,2,Paid Social,2025-07-12
U001693,1,Referral,2025-07-12
U001689,1,Paid Social,2025-07-12
U001690,1,Paid Social,2025-07-12
U001691,1,SEO,2025-06-22
U001691,2,Email,2025-06-22
U001691,3,Referral,2025-07-12
U001692,1,SEO,2025-07-03
U001692,2,Referral,2025-07-12
U001694,1,Paid Social,2025-06-26
U001694,2,Referral,2025-07-12
U001695,1,Paid Social,2025-06-16
U001695,2,SEO,2025-06-23
U001695,3,Referral,2025-07-12
U001679,1,Referral,2025-06-14
U001679,2,Paid Search,2025-06-18
U001679,3,Paid Social,2025-07-03
U001679,4,Paid Social,2025-07-12
U001696,1,SEO,2025-06-17
U001696,2,Referral,2025-07-12
U001688,1,Display,2025-06-16
U001688,2,SEO,2025-06-26
U001688,3,Paid Social,2025-07-12
U001678,1,Display,2025-06-17
U001678,2,Display,2025-06-24
U001678,3,Paid Social,2025-07-12
U001663,1,Email,2025-06-20
U001663,2,Paid Social,2025-07-12
U001676,1,Referral,2025-06-20
U001676,2,Paid Social,2025-07-12
U001698,1,Paid Social,2025-07-07
U001698,2,Referral,2025-07-12
U001659,1,Paid Social,2025-07-12
U001660,1,Paid Social,2025-07-12
U001661,1,Paid Social,2025-07-12
U001662,1,Display,2025-06-17
U001662,2,Paid Social,2025-07-12
U001664,1,Paid Social,2025-07-12
U001665,1,SEO,2025-06-17
U001665,2,Display,2025-06-26
U001665,3,Paid Social,2025-07-12
U001666,1,SEO,2025-06-18
U001666,2,Email,2025-06-19
U001666,3,Paid Social,2025-07-12
U001667,1,Paid Social,2025-07-12
U001668,1,Paid Social,2025-07-12
U001669,1,Display,2025-06-25
U001669,2,Paid Social,2025-06-29
U001669,3,Paid Social,2025-07-12
U001670,1,Paid Social,2025-07-12
U001671,1,Paid Social,2025-06-20
U001671,2,Paid Social,2025-07-12
U001672,1,Email,2025-06-18
U001672,2,Paid Social,2025-07-12
U001673,1,Paid Social,2025-07-12
U001674,1,Paid Social,2025-07-12
U001675,1,Paid Social,2025-07-12
U001677,1,Paid Social,2025-07-12
U001699,1,Referral,2025-07-12
U001733,1,SEO,2025-07-12
U001701,1,Referral,2025-07-12
U001723,1,SEO,2025-07-12
U001724,1,Paid Search,2025-06-16
U001724,2,Email,2025-06-17
U001724,3,Paid Social,2025-07-01
U001724,4,Paid Social,2025-07-10
U001724,5,SEO,2025-07-12
U001725,1,Display,2025-06-21
U001725,2,SEO,2025-07-12
U001726,1,Display,2025-06-20
U001726,2,Paid Social,2025-06-27
U001726,3,SEO,2025-07-12
U001727,1,Paid Social,2025-06-14
U001727,2,Email,2025-06-19
U001727,3,SEO,2025-07-12
U001728,1,SEO,2025-07-12
U001729,1,Paid Social,2025-06-13
U001729,2,Paid Search,2025-06-22
U001729,3,SEO,2025-07-12
U001730,1,Paid Social,2025-06-14
U001730,2,SEO,2025-07-12
U001731,1,Paid Search,2025-06-13
U001731,2,SEO,2025-07-12
U001732,1,Email,2025-06-16
U001732,2,Paid Social,2025-06-30
U001732,3,Paid Social,2025-07-03
U001732,4,SEO,2025-07-12
U001734,1,SEO,2025-07-12
U001735,1,Paid Social,2025-06-14
U001735,2,SEO,2025-07-12
U001736,1,SEO,2025-07-12
U001737,1,SEO,2025-07-12
U001738,1,Paid Social,2025-06-14
U001738,2,SEO,2025-07-12
U001739,1,Display,2025-06-16
U001739,2,SEO,2025-07-12
U001658,1,Paid Social,2025-06-14
U001658,2,Paid Search,2025-06-14
U001658,3,Display,2025-06-21
U001658,4,Paid Social,2025-06-28
U001658,5,Paid Social,2025-07-12
U001722,1,Display,2025-07-03
U001722,2,SEO,2025-07-12
U001700,1,Display,2025-06-24
U001700,2,Display,2025-06-28
U001700,3,Referral,2025-07-12
U001721,1,SEO,2025-07-12
U001719,1,Display,2025-06-13
U001719,2,Display,2025-06-14
U001719,3,Paid Search,2025-07-03
U001719,4,SEO,2025-07-12
U001702,1,Paid Social,2025-06-22
U001702,2,Paid Social,2025-07-01
U001702,3,Referral,2025-07-12
U001703,1,SEO,2025-06-13
U001703,2,Paid Social,2025-06-14
U001703,3,Referral,2025-07-12
U001704,1,Referral,2025-07-12
U001705,1,Email,2025-07-06
U001705,2,Referral,2025-07-12
U001706,1,Display,2025-06-28
U001706,2,Referral,2025-07-12
U001707,1,Referral,2025-07-12
U001708,1,Referral,2025-07-12
U001709,1,Display,2025-07-01
U001709,2,Paid Social,2025-07-03
U001709,3,Referral,2025-07-12
U001710,1,SEO,2025-06-13
U001710,2,Referral,2025-07-12
U001711,1,Paid Social,2025-06-25
U001711,2,Paid Social,2025-06-25
U001711,3,Referral,2025-07-12
U001712,1,Paid Social,2025-06-21
U001712,2,Display,2025-06-29
U001712,3,SEO,2025-07-12
U001713,1,SEO,2025-06-23
U001713,2,SEO,2025-07-12
U001714,1,Email,2025-06-16
U001714,2,SEO,2025-06-21
U001714,3,SEO,2025-07-12
U001715,1,Display,2025-06-15
U001715,2,Paid Social,2025-06-16
U001715,3,SEO,2025-07-12
U001716,1,SEO,2025-07-12
U001717,1,Paid Social,2025-06-16
U001717,2,SEO,2025-07-12
U001718,1,Paid Social,2025-06-17
U001718,2,Display,2025-06-27
U001718,3,SEO,2025-07-12
U001720,1,Display,2025-06-20
U001720,2,Display,2025-07-10
U001720,3,SEO,2025-07-12
U001657,1,Paid Social,2025-07-12
U001697,1,Referral,2025-07-12
U001655,1,Paid Search,2025-07-12
U001597,1,SEO,2025-06-13
U001597,2,Referral,2025-06-13
U001597,3,Paid Social,2025-06-17
U001597,4,Paid Social,2025-06-28
U001597,5,Email,2025-07-12
U001598,1,SEO,2025-06-13
U001598,2,Display,2025-06-19
U001598,3,Display,2025-06-21
U001598,4,Email,2025-07-12
U001599,1,Display,2025-06-16
U001599,2,Email,2025-06-25
U001599,3,Email,2025-07-04
U001599,4,Email,2025-07-12
U001600,1,Paid Search,2025-07-12
U001601,1,Email,2025-06-15
U001601,2,Paid Search,2025-07-12
U001602,1,Email,2025-06-14
U001602,2,Display,2025-06-28
U001602,3,Paid Search,2025-07-12
U001603,1,Paid Social,2025-06-13
U001603,2,Email,2025-07-01
U001603,3,Paid Search,2025-07-12
U001604,1,SEO,2025-06-15
U001604,2,SEO,2025-06-19
U001604,3,Paid Search,2025-07-12
U001605,1,Paid Social,2025-06-17
U001605,2,SEO,2025-06-25
U001605,3,Paid Search,2025-07-12
U001606,1,Email,2025-06-13
U001606,2,SEO,2025-07-01
U001606,3,SEO,2025-07-05
U001606,4,Paid Search,2025-07-12
U001607,1,SEO,2025-06-21
U001607,2,Referral,2025-07-06
U001607,3,Paid Search,2025-07-12
U001608,1,Referral,2025-06-15
U001608,2,Email,2025-06-16
U001608,3,Paid Search,2025-06-20
U001608,4,Email,2025-06-25
U001608,5,Paid Search,2025-07-12
U001609,1,SEO,2025-06-24
U001609,2,Paid Search,2025-07-12
U001610,1,Paid Search,2025-07-12
U001611,1,SEO,2025-06-14
U001611,2,Display,2025-06-20
U001611,3,Paid Search,2025-07-12
U001612,1,Paid Search,2025-07-12
U001613,1,Paid Social,2025-06-15
U001613,2,Paid Search,2025-07-12
U001596,1,Email,2025-07-12
U001614,1,Email,2025-06-15
U001614,2,Email,2025-06-19
U001614,3,Paid Search,2025-07-12
U001595,1,Display,2025-07-03
U001595,2,Email,2025-07-12
U001593,1,SEO,2025-07-07
U001593,2,Email,2025-07-12
U001575,1,Display,2025-07-12
U001576,1,SEO,2025-07-06
U001576,2,Display,2025-07-12
U001577,1,Display,2025-07-12
U001578,1,Display,2025-07-12
U001579,1,Display,2025-07-12
U001580,1,Display,2025-06-20
U001580,2,Email,2025-07-12
U001581,1,Display,2025-06-21
U001581,2,Email,2025-07-12
U001582,1,Email,2025-07-12
U001584,1,Email,2025-07-12
U001585,1,Display,2025-06-23
U001585,2,Email,2025-07-12
U001586,1,Paid Search,2025-07-09
U001586,2,Email,2025-07-12
U001587,1,Email,2025-06-24
U001587,2,Referral,2025-07-03
U001587,3,Email,2025-07-12
U001588,1,Email,2025-07-12
U001589,1,Paid Social,2025-06-27
U001589,2,Paid Social,2025-07-01
U001589,3,Email,2025-07-12
U001590,1,Email,2025-07-12
U001591,1,Paid Social,2025-06-20
U001591,2,SEO,2025-07-01
U001591,3,Email,2025-07-12
U001592,1,Display,2025-06-23
U001592,2,Display,2025-06-30
U001592,3,Email,2025-07-12
U001594,1,Paid Social,2025-06-17
U001594,2,Email,2025-07-12
U001615,1,Paid Search,2025-07-12
U001583,1,Email,2025-07-12
U001656,1,Paid Search,2025-06-24
U001656,2,Paid Search,2025-07-12
U001638,1,Referral,2025-06-14
U001638,2,Paid Search,2025-07-12
U001639,1,Display,2025-06-24
U001639,2,Paid Search,2025-07-12
U001640,1,Display,2025-06-21
U001640,2,Referral,2025-06-28
U001640,3,Paid Search,2025-07-12
U001641,1,Paid Social,2025-06-20
U001641,2,Display,2025-06-23
U001641,3,Paid Search,2025-07-12
U001642,1,Paid Search,2025-07-12
U001643,1,Paid Search,2025-07-12
U001644,1,Paid Social,2025-06-29
U001644,2,Paid Search,2025-07-12
U001645,1,Email,2025-06-19
U001645,2,Paid Search,2025-07-06
U001645,3,Paid Search,2025-07-12
U001646,1,SEO,2025-07-05
U001646,2,Paid Search,2025-07-12
U001647,1,Paid Search,2025-07-12
U001648,1,SEO,2025-06-15
U001648,2,Referral,2025-06-20
U001648,3,Paid Search,2025-07-12
U001649,1,Display,2025-06-26
U001649,2,Paid Search,2025-07-12
U001651,1,SEO,2025-06-25
U001651,2,Paid Search,2025-07-12
U001652,1,Paid Search,2025-07-12
U001653,1,Paid Search,2025-07-12
U001654,1,Paid Search,2025-07-12
U001616,1,Paid Search,2025-06-21
U001616,2,Paid Social,2025-06-25
U001616,3,Email,2025-07-06
U001616,4,Paid Search,2025-07-12
U001637,1,Paid Search,2025-07-12
U001636,1,Paid Social,2025-06-15
U001636,2,Display,2025-06-18
U001636,3,Paid Social,2025-06-30
U001636,4,Paid Search,2025-07-12
U001650,1,SEO,2025-06-26
U001650,2,Paid Search,2025-07-12
U001634,1,Paid Search,2025-07-12
U001617,1,Paid Search,2025-07-12
U001635,1,Paid Search,2025-07-12
U001618,1,Paid Search,2025-07-12
U001619,1,Display,2025-06-18
U001619,2,Email,2025-06-28
U001619,3,Paid Social,2025-07-02
U001619,4,Paid Search,2025-07-12
U001621,1,Paid Social,2025-06-16
U001621,2,Paid Search,2025-07-12
U001622,1,Paid Search,2025-07-12
U001623,1,Paid Search,2025-07-12
U001624,1,Email,2025-06-14
U001624,2,Paid Search,2025-07-12
U001620,1,Paid Social,2025-06-17
U001620,2,Paid Search,2025-07-12
U001626,1,Paid Search,2025-07-12
U001627,1,Paid Social,2025-06-16
U001627,2,SEO,2025-06-21
U001627,3,Paid Search,2025-07-12
U001628,1,Display,2025-06-14
U001628,2,Display,2025-06-19
U001628,3,Paid Search,2025-07-12
U001633,1,Display,2025-06-14
U001633,2,Paid Search,2025-07-12
U001629,1,Display,2025-06-21
U001629,2,Paid Search,2025-06-30
U001629,3,Paid Search,2025-07-12
U001630,1,Email,2025-06-14
U001630,2,Referral,2025-06-25
U001630,3,Paid Search,2025-07-12
U001631,1,Paid Search,2025-07-12
U001625,1,Paid Search,2025-07-12
U001632,1,Paid Search,2025-07-12
U001837,1,Paid Search,2025-06-17
U001837,2,Paid Social,2025-07-13
U001825,1,Paid Social,2025-07-13
U001826,1,Paid Social,2025-07-13
U001827,1,Paid Social,2025-07-13
U001828,1,Display,2025-06-16
U001828,2,Paid Search,2025-06-17
U001828,3,Email,2025-06-18
U001828,4,SEO,2025-06-25
U001828,5,Paid Social,2025-07-13
U001829,1,Paid Social,2025-07-13
U001833,1,Paid Social,2025-06-30
U001833,2,Paid Social,2025-07-13
U001831,1,Display,2025-06-28
U001831,2,Paid Search,2025-07-02
U001831,3,Paid Social,2025-07-13
U001832,1,Paid Social,2025-06-26
U001832,2,SEO,2025-06-29
U001832,3,Paid Social,2025-07-13
U001834,1,Display,2025-06-15
U001834,2,Display,2025-06-20
U001834,3,Paid Social,2025-07-13
U001835,1,Paid Social,2025-07-06
U001835,2,Paid Social,2025-07-13
U001824,1,Display,2025-06-21
U001824,2,Email,2025-07-09
U001824,3,Email,2025-07-09
U001824,4,Paid Social,2025-07-13
U001836,1,Paid Social,2025-06-22
U001836,2,Referral,2025-07-04
U001836,3,Paid Social,2025-07-13
U001830,1,Display,2025-06-27
U001830,2,Display,2025-06-27
U001830,3,Paid Social,2025-07-13
U001823,1,Email,2025-06-14
U001823,2,Referral,2025-06-18
U001823,3,Paid Social,2025-07-13
U001815,1,Paid Social,2025-06-27
U001815,2,Display,2025-07-02
U001815,3,Paid Social,2025-07-13
U001821,1,Paid Social,2025-07-13
U001820,1,Referral,2025-06-25
U001820,2,Paid Social,2025-07-13
U001819,1,Paid Social,2025-06-29
U001819,2,Paid Social,2025-07-13
U001818,1,Paid Search,2025-06-17
U001818,2,Referral,2025-06-24
U001818,3,Paid Social,2025-07-09
U001818,4,Paid Social,2025-07-13
U001817,1,Paid Social,2025-06-17
U001817,2,Paid Search,2025-06-28
U001817,3,Paid Social,2025-07-13
U001816,1,Paid Social,2025-06-17
U001816,2,Display,2025-06-28
U001816,3,Paid Social,2025-07-13
U001814,1,SEO,2025-06-20
U001814,2,Paid Social,2025-07-05
U001814,3,Paid Social,2025-07-13
U001813,1,Display,2025-06-26
U001813,2,Email,2025-06-28
U001813,3,Paid Social,2025-07-13
U001812,1,Email,2025-06-16
U001812,2,Paid Social,2025-07-13
U001811,1,Paid Social,2025-07-13
U001810,1,Paid Social,2025-07-13
U001809,1,Email,2025-06-16
U001809,2,SEO,2025-06-17
U001809,3,Paid Social,2025-07-13
U001838,1,Display,2025-06-27
U001838,2,Display,2025-06-30
U001838,3,SEO,2025-07-06
U001838,4,Referral,2025-07-09
U001838,5,Referral,2025-07-13
U001808,1,Paid Social,2025-06-14
U001808,2,Paid Social,2025-07-13
U001822,1,Paid Social,2025-07-13
U001839,1,Referral,2025-07-13
U001859,1,Display,2025-06-26
U001859,2,Paid Search,2025-07-05
U001859,3,Referral,2025-07-05
U001859,4,SEO,2025-07-13
U001841,1,Paid Social,2025-06-15
U001841,2,Referral,2025-07-13
U001807,1,SEO,2025-06-16
U001807,2,Paid Social,2025-07-13
U001872,1,Paid Social,2025-06-24
U001872,2,Display,2025-07-02
U001872,3,SEO,2025-07-13
U001871,1,Display,2025-06-18
U001871,2,SEO,2025-06-21
U001871,3,Paid Social,2025-06-23
U001871,4,SEO,2025-07-13
U001870,1,Display,2025-06-17
U001870,2,SEO,2025-07-13
U001869,1,Display,2025-06-25
U001869,2,SEO,2025-07-13
U001868,1,Paid Social,2025-06-22
U001868,2,SEO,2025-07-13
U001867,1,SEO,2025-07-13
U001865,1,Display,2025-06-14
U001865,2,Email,2025-06-19
U001865,3,SEO,2025-07-13
U001864,1,SEO,2025-07-13
U001863,1,Display,2025-06-16
U001863,2,Display,2025-06-30
U001863,3,SEO,2025-07-13
U001862,1,SEO,2025-06-27
U001862,2,SEO,2025-07-13
U001861,1,Paid Search,2025-06-17
U001861,2,SEO,2025-07-13
U001860,1,Paid Search,2025-06-15
U001860,2,Email,2025-06-18
U001860,3,SEO,2025-06-25
U001860,4,SEO,2025-07-13
