user_id,signup_date,country,channel,converted,months_active,commission_revenue,ltv
U013011,2025-10-02,BR,SEO,0,0,0.0,0.0
U013009,2025-10-02,US,Referral,0,0,0.0,0.0
U012995,2025-10-02,US,Paid Social,0,0,0.0,0.0
U012996,2025-10-02,US,Paid Social,1,10,236.91,178.2
U012997,2025-10-02,US,Paid Social,0,0,0.0,0.0
U012998,2025-10-02,BR,Referral,0,0,0.0,0.0
U012999,2025-10-02,DE,Referral,1,4,64.9,300.3
U013000,2025-10-02,DE,Referral,1,4,144.83,300.3
U013010,2025-10-02,BR,SEO,1,10,180.78,231.0
U013001,2025-10-02,IN,Referral,1,10,104.8,128.7
U013003,2025-10-02,UK,Referral,0,0,0.0,0.0
U013004,2025-10-02,UK,Referral,1,10,363.68,343.2
U013005,2025-10-02,UK,Referral,1,10,248.78,343.2
U013006,2025-10-02,US,Referral,0,0,0.0,0.0
U013007,2025-10-02,US,Referral,1,10,538.51,386.1
U013008,2025-10-02,US,Referral,1,6,204.03,386.1
U013002,2025-10-02,UK,Referral,1,5,310.49,343.2
U012958,2025-10-02,US,Paid Search,1,2,55.05,340.2
U012893,2025-10-02,US,Display,1,1,54.61,121.5
U012956,2025-10-02,US,Paid Search,1,1,29.92,340.2
U012919,2025-10-02,BR,Paid Search,1,10,160.17,138.6
U012918,2025-10-02,US,Email,1,10,720.32,486.0
U012917,2025-10-02,US,Email,1,8,366.02,486.0
U012916,2025-10-02,US,Email,0,0,0.0,0.0
U012915,2025-10-02,US,Email,1,5,103.02,486.0
U012914,2025-10-02,US,Email,1,1,71.01,486.0
U012913,2025-10-02,US,Email,0,0,0.0,0.0
U012912,2025-10-02,US,Email,1,10,336.38,486.0
U012911,2025-10-02,US,Email,1,10,261.4,486.0
U012910,2025-10-02,US,Email,0,0,0.0,0.0
U012909,2025-10-02,UK,Email,0,0,0.0,0.0
U012908,2025-10-02,UK,Email,1,10,346.33,432.0
U012907,2025-10-02,UK,Email,1,9,253.22,432.0
U012906,2025-10-02,UK,Email,0,0,0.0,0.0
U012905,2025-10-02,UK,Email,1,4,166.51,432.0
U012904,2025-10-02,DE,Email,1,10,298.46,378.0
U012903,2025-10-02,DE,Email,0,0,0.0,0.0
U012957,2025-10-02,US,Paid Search,1,1,39.47,340.2
U012889,2025-10-02,DE,Display,1,5,146.56,94.5
U012890,2025-10-02,IN,Display,0,0,0.0,0.0
U012891,2025-10-02,UK,Display,1,2,54.77,108.0
U012892,2025-10-02,US,Display,0,0,0.0,0.0
U012894,2025-10-02,US,Display,0,0,0.0,0.0
U012920,2025-10-02,BR,Paid Search,1,10,100.68,138.6
U012895,2025-10-02,US,Display,0,0,0.0,0.0
U012897,2025-10-02,BR,Email,0,0,0.0,0.0
U012898,2025-10-02,BR,Email,1,5,61.64,198.0
U012899,2025-10-02,BR,Email,1,10,163.87,198.0
U012900,2025-10-02,DE,Email,1,2,35.7,378.0
U012901,2025-10-02,DE,Email,1,10,329.91,378.0
U012902,2025-10-02,DE,Email,1,10,217.87,378.0
U012896,2025-10-02,BR,Email,0,0,0.0,0.0
U012921,2025-10-02,BR,Paid Search,1,10,230.52,138.6
U012888,2025-10-02,DE,Display,1,3,35.48,94.5
U012923,2025-10-02,BR,Paid Search,0,0,0.0,0.0
U012942,2025-10-02,UK,Paid Search,0,0,0.0,0.0
U012943,2025-10-02,UK,Paid Search,1,1,37.22,302.4
U012944,2025-10-02,UK,Paid Search,0,0,0.0,0.0
U012945,2025-10-02,UK,Paid Search,1,2,65.58,302.4
U012946,2025-10-02,UK,Paid Search,1,10,246.86,302.4
U012947,2025-10-02,UK,Paid Search,1,1,53.12,302.4
U012941,2025-10-02,UK,Paid Search,0,0,0.0,0.0
U012948,2025-10-02,UK,Paid Search,1,1,45.68,302.4
U012950,2025-10-02,US,Paid Search,1,5,167.6,340.2
U012951,2025-10-02,US,Paid Search,1,8,649.76,340.2
U012952,2025-10-02,US,Paid Search,0,0,0.0,0.0
U012953,2025-10-02,US,Paid Search,0,0,0.0,0.0
U012954,2025-10-02,US,Paid Search,1,10,437.46,340.2
U012922,2025-10-02,BR,Paid Search,1,10,177.69,138.6
U012949,2025-10-02,UK,Paid Search,1,10,345.43,302.4
U012940,2025-10-02,UK,Paid Search,0,0,0.0,0.0
U012955,2025-10-02,US,Paid Search,1,10,252.66,340.2
U012938,2025-10-02,UK,Paid Search,1,10,370.34,302.4
U012939,2025-10-02,UK,Paid Search,1,2,58.8,302.4
U012925,2025-10-02,DE,Paid Search,0,0,0.0,0.0
U012926,2025-10-02,DE,Paid Search,1,9,238.45,264.6
U012927,2025-10-02,DE,Paid Search,1,4,106.31,264.6
U012928,2025-10-02,DE,Paid Search,1,7,199.01,264.6
U012929,2025-10-02,DE,Paid Search,1,4,74.1,264.6
U012930,2025-10-02,DE,Paid Search,0,0,0.0,0.0
U012924,2025-10-02,BR,Paid Search,1,10,345.07,138.6
U012932,2025-10-02,DE,Paid Search,1,9,366.53,264.6
U012933,2025-10-02,DE,Paid Search,0,0,0.0,0.0
U012934,2025-10-02,IN,Paid Search,0,0,0.0,0.0
U012935,2025-10-02,IN,Paid Search,0,0,0.0,0.0
U012936,2025-10-02,IN,Paid Search,1,10,133.2,113.4
U012937,2025-10-02,UK,Paid Search,0,0,0.0,0.0
U012931,2025-10-02,DE,Paid Search,1,10,263.95,264.6
U013112,2025-10-03,UK,Paid Social,0,0,0.0,0.0
U013113,2025-10-03,US,Paid Social,0,0,0.0,0.0
U013114,2025-10-03,US,Paid Social,0,0,0.0,0.0
U013115,2025-10-03,US,Paid Social,1,9,231.5,178.2
U013116,2025-10-03,US,Paid Social,0,0,0.0,0.0
U013119,2025-10-03,US,Paid Social,1,9,222.72,178.2
U013118,2025-10-03,US,Paid Social,0,0,0.0,0.0
U013120,2025-10-03,US,Paid Social,1,3,220.9,178.2
U013121,2025-10-03,BR,Referral,1,1,9.32,157.3
U013122,2025-10-03,BR,Referral,1,3,58.15,157.3
U013123,2025-10-03,DE,Referral,1,3,96.54,300.3
U013111,2025-10-03,UK,Paid Social,1,3,73.11,158.4
U013117,2025-10-03,US,Paid Social,1,5,104.44,178.2
U013124,2025-10-03,DE,Referral,1,3,95.14,300.3
U013103,2025-10-03,DE,Paid Social,1,5,72.04,138.6
U013109,2025-10-03,UK,Paid Social,1,1,19.25,158.4
U013125,2025-10-03,IN,Referral,1,9,142.43,128.7
U013095,2025-10-03,BR,Paid Social,0,0,0.0,0.0
U013096,2025-10-03,DE,Paid Social,1,6,70.42,138.6
U013097,2025-10-03,DE,Paid Social,1,1,24.96,138.6
U013098,2025-10-03,DE,Paid Social,0,0,0.0,0.0
U013099,2025-10-03,DE,Paid Social,0,0,0.0,0.0
U013110,2025-10-03,UK,Paid Social,1,2,27.93,158.4
U013100,2025-10-03,DE,Paid Social,0,0,0.0,0.0
U013102,2025-10-03,DE,Paid Social,1,1,25.08,138.6
U013104,2025-10-03,IN,Paid Social,1,2,19.46,59.4
U013105,2025-10-03,IN,Paid Social,0,0,0.0,0.0
U013106,2025-10-03,IN,Paid Social,1,3,43.44,59.4
U013107,2025-10-03,UK,Paid Social,0,0,0.0,0.0
U013108,2025-10-03,UK,Paid Social,0,0,0.0,0.0
U013101,2025-10-03,DE,Paid Social,1,2,63.42,138.6
U013126,2025-10-03,UK,Referral,1,9,250.61,343.2
U013143,2025-10-03,UK,SEO,0,0,0.0,0.0
U013128,2025-10-03,US,Referral,1,4,176.86,386.1
U013159,2025-10-03,US,SEO,1,9,330.59,567.0
U013158,2025-10-03,US,SEO,0,0,0.0,0.0
U013157,2025-10-03,US,SEO,1,2,39.6,567.0
U013156,2025-10-03,US,SEO,1,9,500.91,567.0
U013155,2025-10-03,US,SEO,0,0,0.0,0.0
U013154,2025-10-03,US,SEO,1,3,104.5,567.0
U013153,2025-10-03,US,SEO,0,0,0.0,0.0
U013152,2025-10-03,US,SEO,0,0,0.0,0.0
U013151,2025-10-03,US,SEO,1,9,502.17,567.0
U013150,2025-10-03,US,SEO,1,9,229.25,567.0
U013149,2025-10-03,US,SEO,1,6,379.59,567.0
U013148,2025-10-03,US,SEO,1,8,250.91,567.0
U013147,2025-10-03,US,SEO,1,9,375.63,567.0
U013146,2025-10-03,US,SEO,1,9,360.26,567.0
U013127,2025-10-03,US,Referral,1,2,61.97,386.1
U013145,2025-10-03,UK,SEO,1,6,131.07,504.0
U013142,2025-10-03,UK,SEO,1,1,36.56,504.0
U013141,2025-10-03,UK,SEO,0,0,0.0,0.0
U013140,2025-10-03,IN,SEO,1,9,178.87,189.0
U013139,2025-10-03,IN,SEO,1,8,192.66,189.0
U013138,2025-10-03,IN,SEO,1,2,47.48,189.0
U013137,2025-10-03,DE,SEO,1,1,20.43,441.0
U013136,2025-10-03,DE,SEO,1,9,355.97,441.0
U013135,2025-10-03,DE,SEO,1,7,292.93,441.0
U013134,2025-10-03,DE,SEO,0,0,0.0,0.0
U013133,2025-10-03,DE,SEO,1,9,295.0,441.0
U013132,2025-10-03,BR,SEO,1,9,201.18,231.0
U013131,2025-10-03,BR,SEO,1,9,139.94,231.0
U013130,2025-10-03,BR,SEO,0,0,0.0,0.0
U013129,2025-10-03,US,Referral,0,0,0.0,0.0
U013144,2025-10-03,UK,SEO,0,0,0.0,0.0
U013094,2025-10-03,BR,Paid Social,1,3,41.16,72.6
U013092,2025-10-03,BR,Paid Social,0,0,0.0,0.0
U013091,2025-10-03,BR,Paid Social,1,5,86.99,72.6
U013056,2025-10-03,BR,Paid Search,1,9,160.1,138.6
U013055,2025-10-03,BR,Paid Search,0,0,0.0,0.0
U013054,2025-10-03,BR,Paid Search,1,9,238.43,138.6
U013053,2025-10-03,US,Email,1,9,345.45,486.0
U013052,2025-10-03,US,Email,1,9,248.95,486.0
U013051,2025-10-03,US,Email,1,1,14.65,486.0
U013050,2025-10-03,US,Email,1,9,228.45,486.0
U013049,2025-10-03,US,Email,1,9,424.12,486.0
U013048,2025-10-03,UK,Email,0,0,0.0,0.0
U013047,2025-10-03,UK,Email,1,4,148.11,432.0
U013046,2025-10-03,IN,Email,1,5,79.87,162.0
U013045,2025-10-03,IN,Email,1,9,198.24,162.0
U013044,2025-10-03,DE,Email,0,0,0.0,0.0
U013043,2025-10-03,DE,Email,1,9,186.76,378.0
U013042,2025-10-03,DE,Email,1,3,59.14,378.0
U013041,2025-10-03,DE,Email,0,0,0.0,0.0
U013040,2025-10-03,DE,Email,1,9,244.11,378.0
U013039,2025-10-03,DE,Email,1,6,134.37,378.0
U013038,2025-10-03,DE,Email,0,0,0.0,0.0
U013037,2025-10-03,DE,Email,1,2,65.13,378.0
U013036,2025-10-03,BR,Email,1,2,25.94,198.0
U013035,2025-10-03,BR,Email,1,9,165.87,198.0
U013034,2025-10-03,US,Display,0,0,0.0,0.0
U013033,2025-10-03,US,Display,1,4,88.9,121.5
U013032,2025-10-03,US,Display,1,4,141.65,121.5
U013031,2025-10-03,US,Display,0,0,0.0,0.0
U013030,2025-10-03,IN,Display,0,0,0.0,0.0
U013029,2025-10-03,DE,Display,0,0,0.0,0.0
U013093,2025-10-03,BR,Paid Social,0,0,0.0,0.0
U013057,2025-10-03,DE,Paid Search,1,8,254.91,264.6
U013058,2025-10-03,DE,Paid Search,0,0,0.0,0.0
U013028,2025-10-03,DE,Display,1,1,17.04,94.5
U013060,2025-10-03,DE,Paid Search,0,0,0.0,0.0
U013090,2025-10-03,US,Paid Search,1,6,251.29,340.2
U013089,2025-10-03,US,Paid Search,1,8,173.29,340.2
U013088,2025-10-03,US,Paid Search,0,0,0.0,0.0
U013087,2025-10-03,US,Paid Search,1,3,113.42,340.2
U013086,2025-10-03,US,Paid Search,1,1,46.88,340.2
U013085,2025-10-03,US,Paid Search,1,5,128.66,340.2
U013084,2025-10-03,US,Paid Search,1,9,227.4,340.2
U013083,2025-10-03,US,Paid Search,0,0,0.0,0.0
U013081,2025-10-03,US,Paid Search,1,1,52.38,340.2
U013080,2025-10-03,US,Paid Search,1,1,39.37,340.2
U013079,2025-10-03,US,Paid Search,1,9,417.44,340.2
U013078,2025-10-03,US,Paid Search,1,8,400.28,340.2
U013077,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013076,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013082,2025-10-03,US,Paid Search,1,9,287.72,340.2
U013074,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013061,2025-10-03,DE,Paid Search,0,0,0.0,0.0
U013075,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013062,2025-10-03,IN,Paid Search,1,9,140.99,113.4
U013063,2025-10-03,IN,Paid Search,0,0,0.0,0.0
U013064,2025-10-03,IN,Paid Search,1,9,95.19,113.4
U013065,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013066,2025-10-03,UK,Paid Search,1,8,267.05,302.4
U013059,2025-10-03,DE,Paid Search,0,0,0.0,0.0
U013068,2025-10-03,UK,Paid Search,1,9,330.24,302.4
U013069,2025-10-03,UK,Paid Search,1,9,480.51,302.4
U013070,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013071,2025-10-03,UK,Paid Search,1,1,35.29,302.4
U013072,2025-10-03,UK,Paid Search,0,0,0.0,0.0
U013073,2025-10-03,UK,Paid Search,1,5,195.92,302.4
U013067,2025-10-03,UK,Paid Search,1,9,395.87,302.4
U013241,2025-10-04,UK,Paid Social,1,1,46.79,158.4
U013242,2025-10-04,UK,Paid Social,1,1,28.98,158.4
U013243,2025-10-04,US,Paid Social,1,1,32.62,178.2
U013244,2025-10-04,US,Paid Social,1,1,20.55,178.2
U013245,2025-10-04,US,Paid Social,0,0,0.0,0.0
U013249,2025-10-04,US,Paid Social,0,0,0.0,0.0
U013247,2025-10-04,US,Paid Social,1,1,41.81,178.2
U013248,2025-10-04,US,Paid Social,0,0,0.0,0.0
U013250,2025-10-04,BR,Referral,1,9,256.64,157.3
U013251,2025-10-04,DE,Referral,1,6,126.37,300.3
U013240,2025-10-04,UK,Paid Social,0,0,0.0,0.0
U013246,2025-10-04,US,Paid Social,1,3,55.19,178.2
U013252,2025-10-04,IN,Referral,1,9,80.53,128.7
U013225,2025-10-04,US,Paid Search,1,9,345.45,340.2
U013238,2025-10-04,UK,Paid Social,1,4,139.96,158.4
U013237,2025-10-04,UK,Paid Social,0,0,0.0,0.0
U013236,2025-10-04,IN,Paid Social,0,0,0.0,0.0
U013235,2025-10-04,IN,Paid Social,1,9,87.53,59.4
U013234,2025-10-04,DE,Paid Social,0,0,0.0,0.0
U013233,2025-10-04,DE,Paid Social,0,0,0.0,0.0
U013232,2025-10-04,DE,Paid Social,1,9,147.72,138.6
U013231,2025-10-04,DE,Paid Social,0,0,0.0,0.0
U013230,2025-10-04,BR,Paid Social,0,0,0.0,0.0
U013229,2025-10-04,BR,Paid Social,1,9,140.58,72.6
U013228,2025-10-04,US,Paid Search,0,0,0.0,0.0
U013227,2025-10-04,US,Paid Search,1,2,47.52,340.2
U013226,2025-10-04,US,Paid Search,1,3,139.83,340.2
U013253,2025-10-04,IN,Referral,1,9,137.86,128.7
U013239,2025-10-04,UK,Paid Social,1,2,57.29,158.4
U013254,2025-10-04,IN,Referral,1,8,75.73,128.7
U013270,2025-10-04,UK,SEO,0,0,0.0,0.0
U013256,2025-10-04,UK,Referral,1,9,622.86,343.2
U013223,2025-10-04,US,Paid Search,1,4,171.08,340.2
U013284,2025-10-04,US,SEO,0,0,0.0,0.0
U013283,2025-10-04,US,SEO,1,5,304.2,567.0
U013282,2025-10-04,US,SEO,0,0,0.0,0.0
U013281,2025-10-04,US,SEO,1,9,513.52,567.0
U013280,2025-10-04,US,SEO,1,9,237.37,567.0
U013279,2025-10-04,US,SEO,0,0,0.0,0.0
U013278,2025-10-04,US,SEO,1,9,192.96,567.0
U013277,2025-10-04,US,SEO,1,9,207.68,567.0
U013276,2025-10-04,US,SEO,0,0,0.0,0.0
U013275,2025-10-04,US,SEO,0,0,0.0,0.0
U013274,2025-10-04,US,SEO,1,9,201.74,567.0
U013273,2025-10-04,US,SEO,0,0,0.0,0.0
U013255,2025-10-04,IN,Referral,1,1,9.39,128.7
U013272,2025-10-04,UK,SEO,1,5,167.78,504.0
U013269,2025-10-04,UK,SEO,1,9,241.9,504.0
U013268,2025-10-04,IN,SEO,1,3,26.15,189.0
U013267,2025-10-04,IN,SEO,0,0,0.0,0.0
U013266,2025-10-04,DE,SEO,0,0,0.0,0.0
U013265,2025-10-04,DE,SEO,1,9,95.46,441.0
U013264,2025-10-04,US,Referral,1,9,651.8,386.1
U013263,2025-10-04,US,Referral,1,1,19.39,386.1
U013262,2025-10-04,US,Referral,0,0,0.0,0.0
U013261,2025-10-04,US,Referral,1,9,333.96,386.1
U013260,2025-10-04,UK,Referral,1,9,252.31,343.2
U013259,2025-10-04,UK,Referral,0,0,0.0,0.0
U013258,2025-10-04,UK,Referral,1,9,209.98,343.2
U013257,2025-10-04,UK,Referral,1,1,26.0,343.2
U013271,2025-10-04,UK,SEO,0,0,0.0,0.0
U013222,2025-10-04,US,Paid Search,1,3,122.07,340.2
U013224,2025-10-04,US,Paid Search,1,1,33.73,340.2
U013220,2025-10-04,US,Paid Search,1,9,301.14,340.2
U013187,2025-10-04,BR,Paid Search,0,0,0.0,0.0
U013186,2025-10-04,BR,Paid Search,1,9,167.12,138.6
U013185,2025-10-04,BR,Paid Search,1,9,73.98,138.6
U013184,2025-10-04,BR,Paid Search,1,9,112.75,138.6
U013183,2025-10-04,US,Email,0,0,0.0,0.0
U013182,2025-10-04,US,Email,1,9,291.66,486.0
U013181,2025-10-04,US,Email,1,9,445.59,486.0
U013180,2025-10-04,US,Email,0,0,0.0,0.0
U013179,2025-10-04,UK,Email,1,9,180.84,432.0
U013178,2025-10-04,UK,Email,1,6,209.14,432.0
U013177,2025-10-04,UK,Email,1,9,439.07,432.0
U013176,2025-10-04,UK,Email,1,9,269.93,432.0
U013175,2025-10-04,UK,Email,0,0,0.0,0.0
U013188,2025-10-04,BR,Paid Search,1,5,107.89,138.6
U013173,2025-10-04,UK,Email,1,9,232.97,432.0
U013171,2025-10-04,UK,Email,0,0,0.0,0.0
U013170,2025-10-04,UK,Email,1,6,253.65,432.0
U013169,2025-10-04,IN,Email,1,9,168.8,162.0
U013168,2025-10-04,IN,Email,0,0,0.0,0.0
U013167,2025-10-04,IN,Email,1,1,14.46,162.0
U013166,2025-10-04,DE,Email,1,9,241.6,378.0
U013165,2025-10-04,DE,Email,1,9,266.29,378.0
U013164,2025-10-04,DE,Email,0,0,0.0,0.0
U013163,2025-10-04,BR,Email,1,1,9.51,198.0
U013162,2025-10-04,US,Display,0,0,0.0,0.0
U013161,2025-10-04,US,Display,0,0,0.0,0.0
U013160,2025-10-04,US,Display,1,9,304.58,121.5
U013221,2025-10-04,US,Paid Search,1,9,455.91,340.2
U013172,2025-10-04,UK,Email,1,8,307.06,432.0
U013189,2025-10-04,BR,Paid Search,0,0,0.0,0.0
U013174,2025-10-04,UK,Email,1,3,97.69,432.0
U013191,2025-10-04,DE,Paid Search,1,6,247.7,264.6
U013190,2025-10-04,BR,Paid Search,0,0,0.0,0.0
U013219,2025-10-04,US,Paid Search,0,0,0.0,0.0
U013218,2025-10-04,US,Paid Search,1,9,245.95,340.2
U013217,2025-10-04,US,Paid Search,1,9,850.09,340.2
U013216,2025-10-04,US,Paid Search,1,1,20.72,340.2
U013215,2025-10-04,US,Paid Search,1,2,72.3,340.2
U013214,2025-10-04,US,Paid Search,1,9,313.01,340.2
U013213,2025-10-04,UK,Paid Search,1,4,123.65,302.4
U013211,2025-10-04,UK,Paid Search,1,9,366.66,302.4
U013210,2025-10-04,UK,Paid Search,1,5,140.99,302.4
U013209,2025-10-04,UK,Paid Search,0,0,0.0,0.0
U013208,2025-10-04,UK,Paid Search,1,5,152.81,302.4
U013207,2025-10-04,UK,Paid Search,1,6,119.91,302.4
U013206,2025-10-04,UK,Paid Search,1,9,301.01,302.4
U013212,2025-10-04,UK,Paid Search,1,1,41.42,302.4
U013205,2025-10-04,UK,Paid Search,0,0,0.0,0.0
U013192,2025-10-04,DE,Paid Search,1,1,36.25,264.6
U013193,2025-10-04,DE,Paid Search,1,9,270.12,264.6
U013194,2025-10-04,DE,Paid Search,0,0,0.0,0.0
U013195,2025-10-04,DE,Paid Search,1,7,157.23,264.6
U013197,2025-10-04,IN,Paid Search,1,1,13.1,113.4
U013198,2025-10-04,IN,Paid Search,0,0,0.0,0.0
U013196,2025-10-04,DE,Paid Search,0,0,0.0,0.0
U013200,2025-10-04,IN,Paid Search,1,2,34.84,113.4
U013201,2025-10-04,UK,Paid Search,1,1,18.16,302.4
U013202,2025-10-04,UK,Paid Search,1,4,151.78,302.4
U013203,2025-10-04,UK,Paid Search,1,9,282.21,302.4
U013204,2025-10-04,UK,Paid Search,1,1,28.76,302.4
U013199,2025-10-04,IN,Paid Search,0,0,0.0,0.0
U013376,2025-10-05,UK,Paid Social,1,3,59.54,158.4
U013381,2025-10-05,US,Paid Social,1,1,31.26,178.2
U013377,2025-10-05,UK,Paid Social,1,4,164.94,158.4
U013378,2025-10-05,US,Paid Social,1,2,77.07,178.2
U013379,2025-10-05,US,Paid Social,0,0,0.0,0.0
U013380,2025-10-05,US,Paid Social,1,9,344.48,178.2
U013382,2025-10-05,US,Paid Social,1,4,100.16,178.2
U013388,2025-10-05,US,Paid Social,1,4,151.69,178.2
U013384,2025-10-05,US,Paid Social,1,2,29.68,178.2
U013385,2025-10-05,US,Paid Social,0,0,0.0,0.0
U013386,2025-10-05,US,Paid Social,0,0,0.0,0.0
U013387,2025-10-05,US,Paid Social,1,4,85.05,178.2
U013389,2025-10-05,US,Paid Social,1,4,99.1,178.2
U013375,2025-10-05,UK,Paid Social,0,0,0.0,0.0
U013383,2025-10-05,US,Paid Social,1,4,130.66,178.2
U013374,2025-10-05,UK,Paid Social,1,2,65.94,158.4
U013360,2025-10-05,US,Paid Search,1,9,211.23,340.2
U013372,2025-10-05,UK,Paid Social,1,1,19.41,158.4
U013390,2025-10-05,US,Paid Social,1,4,155.45,178.2
U013359,2025-10-05,US,Paid Search,1,9,323.0,340.2
U013361,2025-10-05,US,Paid Search,1,9,234.9,340.2
U013358,2025-10-05,US,Paid Search,0,0,0.0,0.0
U013362,2025-10-05,US,Paid Search,0,0,0.0,0.0
U013363,2025-10-05,US,Paid Search,1,9,240.12,340.2
U013373,2025-10-05,UK,Paid Social,0,0,0.0,0.0
U013364,2025-10-05,DE,Paid Social,1,5,100.62,138.6
U013366,2025-10-05,DE,Paid Social,1,4,60.16,138.6
U013367,2025-10-05,DE,Paid Social,1,2,29.64,138.6
U013368,2025-10-05,DE,Paid Social,1,3,69.68,138.6
U013369,2025-10-05,IN,Paid Social,1,7,91.17,59.4
U013370,2025-10-05,UK,Paid Social,1,5,156.02,158.4
U013371,2025-10-05,UK,Paid Social,1,9,221.54,158.4
U013365,2025-10-05,DE,Paid Social,1,2,32.92,138.6
U013391,2025-10-05,US,Paid Social,1,3,127.41,178.2
U013421,2025-10-05,US,SEO,1,9,163.22,567.0
U013393,2025-10-05,BR,Referral,1,9,124.2,157.3
U013412,2025-10-05,IN,SEO,1,9,144.86,189.0
U013413,2025-10-05,UK,SEO,1,9,377.4,504.0
U013414,2025-10-05,UK,SEO,1,9,258.54,504.0
U013415,2025-10-05,UK,SEO,0,0,0.0,0.0
U013416,2025-10-05,UK,SEO,1,9,223.6,504.0
U013425,2025-10-05,US,SEO,1,1,56.99,567.0
U013411,2025-10-05,DE,SEO,1,6,115.36,441.0
U013417,2025-10-05,UK,SEO,1,9,446.97,504.0
U013419,2025-10-05,US,SEO,0,0,0.0,0.0
U013420,2025-10-05,US,SEO,0,0,0.0,0.0
U013422,2025-10-05,US,SEO,1,9,348.66,567.0
U013423,2025-10-05,US,SEO,0,0,0.0,0.0
U013424,2025-10-05,US,SEO,1,9,465.44,567.0
U013357,2025-10-05,US,Paid Search,1,9,256.1,340.2
U013418,2025-10-05,UK,SEO,0,0,0.0,0.0
U013392,2025-10-05,US,Paid Social,0,0,0.0,0.0
U013410,2025-10-05,DE,SEO,0,0,0.0,0.0
U013408,2025-10-05,DE,SEO,1,7,164.44,441.0
U013394,2025-10-05,BR,Referral,1,9,124.86,157.3
U013395,2025-10-05,DE,Referral,1,9,222.68,300.3
U013396,2025-10-05,DE,Referral,1,9,189.34,300.3
U013397,2025-10-05,DE,Referral,0,0,0.0,0.0
U013398,2025-10-05,IN,Referral,1,9,158.01,128.7
U013399,2025-10-05,IN,Referral,0,0,0.0,0.0
U013409,2025-10-05,DE,SEO,1,3,103.56,441.0
U013400,2025-10-05,UK,Referral,0,0,0.0,0.0
U013402,2025-10-05,UK,Referral,1,1,54.58,343.2
U013403,2025-10-05,UK,Referral,1,9,448.66,343.2
U013404,2025-10-05,UK,Referral,0,0,0.0,0.0
U013405,2025-10-05,US,Referral,0,0,0.0,0.0
U013406,2025-10-05,BR,SEO,1,3,61.06,231.0
U013407,2025-10-05,DE,SEO,1,9,213.08,441.0
U013401,2025-10-05,UK,Referral,1,2,63.0,343.2
U013356,2025-10-05,US,Paid Search,1,9,409.96,340.2
U013293,2025-10-05,US,Display,0,0,0.0,0.0
U013354,2025-10-05,US,Paid Search,1,9,349.97,340.2
U013304,2025-10-05,UK,Email,1,3,78.08,432.0
U013305,2025-10-05,UK,Email,1,1,39.15,432.0
U013306,2025-10-05,UK,Email,1,7,193.58,432.0
U013307,2025-10-05,UK,Email,1,6,159.0,432.0
U013308,2025-10-05,US,Email,1,9,605.0,486.0
U013309,2025-10-05,US,Email,1,5,180.51,486.0
U013303,2025-10-05,UK,Email,0,0,0.0,0.0
U013310,2025-10-05,US,Email,1,9,270.81,486.0
U013312,2025-10-05,US,Email,1,6,240.6,486.0
U013313,2025-10-05,US,Email,1,9,501.1,486.0
U013314,2025-10-05,US,Email,0,0,0.0,0.0
U013315,2025-10-05,US,Email,1,2,91.37,486.0
U013316,2025-10-05,US,Email,1,9,382.4,486.0
U013317,2025-10-05,US,Email,1,9,301.61,486.0
U013311,2025-10-05,US,Email,0,0,0.0,0.0
U013318,2025-10-05,US,Email,0,0,0.0,0.0
U013302,2025-10-05,UK,Email,1,9,231.67,432.0
U013300,2025-10-05,UK,Email,1,4,168.77,432.0
U013285,2025-10-05,DE,Display,1,1,37.2,94.5
U013355,2025-10-05,US,Paid Search,1,9,577.05,340.2
U013287,2025-10-05,IN,Display,1,9,66.34,40.5
U013288,2025-10-05,UK,Display,0,0,0.0,0.0
U013289,2025-10-05,UK,Display,0,0,0.0,0.0
U013290,2025-10-05,UK,Display,1,5,166.72,108.0
U013301,2025-10-05,UK,Email,1,1,34.52,432.0
U013291,2025-10-05,US,Display,1,1,35.74,121.5
U013294,2025-10-05,DE,Email,1,1,48.11,378.0
U013295,2025-10-05,DE,Email,1,9,273.1,378.0
U013296,2025-10-05,UK,Email,1,9,352.17,432.0
U013297,2025-10-05,UK,Email,1,9,322.91,432.0
U013298,2025-10-05,UK,Email,1,1,39.49,432.0
U013299,2025-10-05,UK,Email,0,0,0.0,0.0
U013292,2025-10-05,US,Display,0,0,0.0,0.0
U013319,2025-10-05,US,Email,0,0,0.0,0.0
U013286,2025-10-05,DE,Display,0,0,0.0,0.0
U013321,2025-10-05,BR,Paid Search,1,7,124.86,138.6
U013340,2025-10-05,UK,Paid Search,1,7,355.76,302.4
U013341,2025-10-05,UK,Paid Search,1,4,206.92,302.4
U013342,2025-10-05,UK,Paid Search,0,0,0.0,0.0
U013343,2025-10-05,UK,Paid Search,0,0,0.0,0.0
U013344,2025-10-05,UK,Paid Search,1,9,418.96,302.4
U013345,2025-10-05,UK,Paid Search,0,0,0.0,0.0
U013339,2025-10-05,UK,Paid Search,0,0,0.0,0.0
